tm1,tm2,gm_type,s1,s2,w1,w2
abilene-christian,arlington-baptist,REG,107,54,1,0
abilene-christian,arkansas-state,REG,94,73,1,0
abilene-christian,denver,REG,67,61,1,0
abilene-christian,elon,REG,72,56,1,0
abilene-christian,pacific,REG,73,71,1,0
abilene-christian,california-riverside,REG,60,48,1,0
abilene-christian,howard-payne,REG,90,53,1,0
abilene-christian,pepperdine,REG,62,77,0,1
abilene-christian,campbell,REG,83,68,1,0
abilene-christian,schreiner,REG,93,53,1,0
abilene-christian,texas-tech,REG,48,82,0,1
abilene-christian,southeast-missouri-state,REG,70,68,1,0
abilene-christian,mcmurry,REG,88,40,1,0
abilene-christian,new-orleans,REG,68,58,1,0
abilene-christian,sam-houston-state,REG,68,71,0,1
abilene-christian,mcneese-state,REG,73,72,1,0
abilene-christian,southeastern-louisiana,REG,75,72,1,0
abilene-christian,houston-baptist,REG,75,68,1,0
abilene-christian,northwestern-state,REG,78,69,1,0
abilene-christian,stephen-f-austin,REG,60,61,0,1
abilene-christian,central-arkansas,REG,79,56,1,0
abilene-christian,texas-am-corpus-christi,REG,78,71,1,0
abilene-christian,lamar,REG,75,64,1,0
abilene-christian,sam-houston-state,REG,85,90,0,1
abilene-christian,nicholls-state,REG,64,48,1,0
abilene-christian,incarnate-word,REG,68,48,1,0
abilene-christian,southeastern-louisiana,REG,66,75,0,1
abilene-christian,texas-am-corpus-christi,REG,73,64,1,0
abilene-christian,central-arkansas,REG,67,55,1,0
abilene-christian,stephen-f-austin,REG,72,58,1,0
abilene-christian,incarnate-word,REG,81,52,1,0
abilene-christian,southeastern-louisiana,CTOURN,69,66,1,0
abilene-christian,new-orleans,CTOURN,77,60,1,0
arizona-state,cal-state-fullerton,REG,102,94,1,0
arizona-state,mcneese-state,REG,80,52,1,0
arizona-state,long-beach-state,REG,90,58,1,0
arizona-state,mississippi-state,REG,72,67,1,0
arizona-state,utah-state,REG,87,82,1,0
arizona-state,nebraska-omaha,REG,89,71,1,0
arizona-state,texas-southern,REG,83,71,1,0
arizona-state,nevada,REG,66,72,0,1
arizona-state,georgia,REG,76,74,1,0
arizona-state,vanderbilt,REG,65,81,0,1
arizona-state,kansas,REG,80,76,1,0
arizona-state,princeton,REG,66,67,0,1
arizona-state,utah,REG,86,96,0,1
arizona-state,colorado,REG,83,61,1,0
arizona-state,california,REG,80,66,1,0
arizona-state,stanford,REG,71,85,0,1
arizona-state,oregon-state,REG,70,67,1,0
arizona-state,oregon,REG,78,64,1,0
arizona-state,ucla,REG,84,73,1,0
arizona-state,southern-california,REG,67,69,0,1
arizona-state,arizona,REG,95,88,1,0
arizona-state,washington-state,REG,70,91,0,1
arizona-state,washington,REG,75,63,1,0
arizona-state,colorado,REG,73,77,0,1
arizona-state,utah,REG,98,87,1,0
arizona-state,stanford,REG,80,62,1,0
arizona-state,california,REG,69,59,1,0
arizona-state,oregon,REG,51,79,0,1
arizona-state,oregon-state,REG,74,71,1,0
arizona-state,arizona,REG,72,64,1,0
arizona-state,ucla,CTOURN,83,72,1,0
arizona-state,oregon,CTOURN,75,79,0,1
auburn,south-alabama,REG,101,58,1,0
auburn,washington,REG,88,66,1,0
auburn,mississippi-college,REG,103,52,1,0
auburn,xavier,REG,88,79,1,0
auburn,duke,REG,72,78,0,1
auburn,arizona,REG,73,57,1,0
auburn,saint-peters,REG,99,49,1,0
auburn,north-carolina-asheville,REG,67,41,1,0
auburn,dayton,REG,82,72,1,0
auburn,alabama-birmingham,REG,75,71,1,0
auburn,north-carolina-state,REG,71,78,0,1
auburn,murray-state,REG,93,88,1,0
auburn,north-florida,REG,95,49,1,0
auburn,mississippi,REG,67,82,0,1
auburn,georgia,REG,93,78,1,0
auburn,texas-am,REG,85,66,1,0
auburn,kentucky,REG,80,82,0,1
auburn,south-carolina,REG,77,80,0,1
auburn,mississippi-state,REG,84,92,0,1
auburn,missouri,REG,92,58,1,0
auburn,alabama,REG,84,63,1,0
auburn,florida,REG,76,62,1,0
auburn,louisiana-state,REG,78,83,0,1
auburn,mississippi,REG,55,60,0,1
auburn,vanderbilt,REG,64,53,1,0
auburn,arkansas,REG,79,56,1,0
auburn,kentucky,REG,53,80,0,1
auburn,georgia,REG,78,75,1,0
auburn,mississippi-state,REG,80,75,1,0
auburn,alabama,REG,66,60,1,0
auburn,tennessee,REG,84,80,1,0
auburn,missouri,CTOURN,81,71,1,0
auburn,south-carolina,CTOURN,73,64,1,0
auburn,florida,CTOURN,65,62,1,0
auburn,tennessee,CTOURN,84,64,1,0
baylor,texas-southern,REG,69,72,0,1
baylor,southern,REG,80,53,1,0
baylor,prairie-view,REG,91,80,1,0
baylor,nicholls-state,REG,81,54,1,0
baylor,mississippi,REG,70,78,0,1
baylor,george-mason,REG,72,61,1,0
baylor,south-dakota,REG,63,57,1,0
baylor,wichita-state,REG,63,71,0,1
baylor,arizona,REG,58,49,1,0
baylor,stephen-f-austin,REG,58,59,0,1
baylor,oregon,REG,57,47,1,0
baylor,new-orleans,REG,84,44,1,0
baylor,texas-christian,REG,81,85,0,1
baylor,iowa-state,REG,73,70,1,0
baylor,kansas,REG,68,73,0,1
baylor,oklahoma-state,REG,73,69,1,0
baylor,texas-tech,REG,73,62,1,0
baylor,west-virginia,REG,85,73,1,0
baylor,alabama,REG,73,68,1,0
baylor,oklahoma,REG,77,47,1,0
baylor,texas-christian,REG,90,64,1,0
baylor,texas,REG,72,84,0,1
baylor,kansas-state,REG,63,70,0,1
baylor,oklahoma,REG,59,53,1,0
baylor,texas-tech,REG,61,86,0,1
baylor,iowa-state,REG,73,69,1,0
baylor,west-virginia,REG,82,75,1,0
baylor,texas,REG,84,83,1,0
baylor,kansas-state,REG,60,66,0,1
baylor,oklahoma-state,REG,64,67,0,1
baylor,kansas,REG,70,78,0,1
baylor,iowa-state,CTOURN,66,83,0,1
belmont,illinois-state,REG,100,89,1,0
belmont,middle-tennessee,REG,92,73,1,0
belmont,lipscomb,REG,87,83,1,0
belmont,trevecca-nazarene,REG,104,50,1,0
belmont,kennesaw-state,REG,91,53,1,0
belmont,samford,REG,99,93,1,0
belmont,green-bay,REG,92,100,0,1
belmont,lipscomb,REG,76,74,1,0
belmont,ucla,REG,74,72,1,0
belmont,western-kentucky,REG,80,74,1,0
belmont,purdue,REG,62,73,0,1
belmont,jacksonville-state,REG,73,83,0,1
belmont,tennessee-tech,REG,79,67,1,0
belmont,morehead-state,REG,77,60,1,0
belmont,eastern-kentucky,REG,109,93,1,0
belmont,jacksonville-state,REG,80,91,0,1
belmont,tennessee-state,REG,92,74,1,0
belmont,murray-state,REG,79,66,1,0
belmont,austin-peay,REG,96,92,1,0
belmont,southeast-missouri-state,REG,97,71,1,0
belmont,tennessee-martin,REG,82,67,1,0
belmont,eastern-kentucky,REG,83,65,1,0
belmont,morehead-state,REG,96,86,1,0
belmont,tennessee-state,REG,77,66,1,0
belmont,tennessee-tech,REG,93,65,1,0
belmont,eastern-illinois,REG,99,58,1,0
belmont,southern-illinois-edwardsville,REG,97,75,1,0
belmont,tennessee-martin,REG,112,67,1,0
belmont,southeast-missouri-state,REG,84,66,1,0
belmont,austin-peay,CTOURN,83,67,1,0
belmont,murray-state,CTOURN,65,77,0,1
bradley,wisconsin-parkside,REG,74,58,1,0
bradley,southeast-missouri-state,REG,68,57,1,0
bradley,jacksonville-state,REG,74,65,1,0
bradley,illinois-chicago,REG,70,71,0,1
bradley,southern-methodist,REG,75,62,1,0
bradley,penn-state,REG,59,56,1,0
bradley,chicago-state,REG,86,70,1,0
bradley,iupui,REG,73,85,0,1
bradley,new-mexico,REG,75,85,0,1
bradley,arkansas-little-rock,REG,68,62,1,0
bradley,eastern-illinois,REG,66,73,0,1
bradley,georgia-southern,REG,74,79,0,1
bradley,southeastern-louisiana,REG,63,60,1,0
bradley,northern-iowa,REG,47,65,0,1
bradley,indiana-state,REG,60,65,0,1
bradley,valparaiso,REG,50,61,0,1
bradley,missouri-state,REG,64,69,0,1
bradley,drake,REG,52,69,0,1
bradley,southern-illinois,REG,57,54,1,0
bradley,illinois-state,REG,85,68,1,0
bradley,missouri-state,REG,37,55,0,1
bradley,evansville,REG,81,73,1,0
bradley,southern-illinois,REG,68,72,0,1
bradley,northern-iowa,REG,79,71,1,0
bradley,indiana-state,REG,96,67,1,0
bradley,loyola-il,REG,61,54,1,0
bradley,illinois-state,REG,65,59,1,0
bradley,drake,REG,68,77,0,1
bradley,evansville,REG,63,61,1,0
bradley,valparaiso,REG,67,42,1,0
bradley,loyola-il,REG,68,81,0,1
bradley,missouri-state,CTOURN,61,58,1,0
bradley,loyola-il,CTOURN,53,51,1,0
bradley,northern-iowa,CTOURN,57,54,1,0
buffalo,saint-francis-pa,REG,82,67,1,0
buffalo,west-virginia,REG,99,94,1,0
buffalo,southern-illinois,REG,62,53,1,0
buffalo,dartmouth,REG,110,71,1,0
buffalo,marist,REG,76,49,1,0
buffalo,milwaukee,REG,96,77,1,0
buffalo,san-francisco,REG,85,81,1,0
buffalo,le-moyne,REG,89,55,1,0
buffalo,st-bonaventure,REG,80,62,1,0
buffalo,southern-illinois,REG,73,65,1,0
buffalo,syracuse,REG,71,59,1,0
buffalo,marquette,REG,85,103,0,1
buffalo,canisius,REG,87,72,1,0
buffalo,eastern-michigan,REG,74,58,1,0
buffalo,toledo,REG,110,80,1,0
buffalo,miami-oh,REG,88,64,1,0
buffalo,western-michigan,REG,88,79,1,0
buffalo,eastern-michigan,REG,77,65,1,0
buffalo,northern-illinois,REG,75,77,0,1
buffalo,kent-state,REG,88,79,1,0
buffalo,ball-state,REG,83,59,1,0
buffalo,bowling-green-state,REG,88,92,0,1
buffalo,central-michigan,REG,90,76,1,0
buffalo,akron,REG,76,70,1,0
buffalo,toledo,REG,88,82,1,0
buffalo,ohio,REG,114,67,1,0
buffalo,kent-state,REG,80,57,1,0
buffalo,akron,REG,77,64,1,0
buffalo,miami-oh,REG,77,69,1,0
buffalo,ohio,REG,82,79,1,0
buffalo,bowling-green-state,REG,84,73,1,0
buffalo,akron,CTOURN,82,46,1,0
buffalo,central-michigan,CTOURN,85,81,1,0
buffalo,bowling-green-state,CTOURN,87,73,1,0
california-irvine,idaho,REG,86,68,1,0
california-irvine,texas-am,REG,74,73,1,0
california-irvine,life-pacific,REG,87,53,1,0
california-irvine,santa-clara,REG,61,49,1,0
california-irvine,texas-san-antonio,REG,65,56,1,0
california-irvine,tulane,REG,67,55,1,0
california-irvine,toledo,REG,60,67,0,1
california-irvine,saint-marys-ca,REG,80,75,1,0
california-irvine,utah-state,REG,65,89,0,1
california-irvine,california-baptist,REG,69,66,1,0
california-irvine,montana,REG,60,51,1,0
california-irvine,denver,REG,86,52,1,0
california-irvine,eastern-michigan,REG,52,48,1,0
california-irvine,butler,REG,54,71,0,1
california-irvine,pacific,REG,75,84,0,1
california-irvine,texas-pan-american,REG,85,74,1,0
california-irvine,california-davis,REG,71,69,1,0
california-irvine,cal-state-fullerton,REG,63,46,1,0
california-irvine,long-beach-state,REG,70,80,0,1
california-irvine,cal-state-northridge,REG,74,68,1,0
california-irvine,hawaii,REG,75,74,1,0
california-irvine,california-riverside,REG,82,64,1,0
california-irvine,california-santa-barbara,REG,66,62,1,0
california-irvine,long-beach-state,REG,82,80,1,0
california-irvine,cal-state-fullerton,REG,60,53,1,0
california-irvine,hawaii,REG,67,56,1,0
california-irvine,california-santa-barbara,REG,83,70,1,0
california-irvine,cal-poly,REG,74,47,1,0
california-irvine,california-davis,REG,64,48,1,0
california-irvine,california-riverside,REG,68,47,1,0
california-irvine,cal-poly,REG,110,72,1,0
california-irvine,cal-state-northridge,REG,86,74,1,0
california-irvine,california-riverside,CTOURN,63,44,1,0
california-irvine,long-beach-state,CTOURN,75,67,1,0
california-irvine,cal-state-fullerton,CTOURN,92,64,1,0
central-florida,rider,REG,84,70,1,0
central-florida,florida-atlantic,REG,79,80,0,1
central-florida,cal-state-fullerton,REG,68,52,1,0
central-florida,saint-josephs,REG,77,57,1,0
central-florida,western-kentucky,REG,78,62,1,0
central-florida,northern-kentucky,REG,66,53,1,0
central-florida,alabama,REG,70,64,1,0
central-florida,missouri,REG,62,64,0,1
central-florida,grambling,REG,70,45,1,0
central-florida,georgia-southern,REG,95,88,1,0
central-florida,stetson,REG,90,65,1,0
central-florida,illinois-state,REG,77,56,1,0
central-florida,temple,REG,78,73,1,0
central-florida,connecticut,REG,65,53,1,0
central-florida,east-carolina,REG,76,65,1,0
central-florida,wichita-state,REG,67,75,0,1
central-florida,tulsa,REG,64,62,1,0
central-florida,tulane,REG,75,50,1,0
central-florida,memphis,REG,57,77,0,1
central-florida,connecticut,REG,73,67,1,0
central-florida,houston,REG,68,77,0,1
central-florida,southern-methodist,REG,71,65,1,0
central-florida,south-florida,REG,78,65,1,0
central-florida,memphis,REG,79,72,1,0
central-florida,cincinnati,REG,55,60,0,1
central-florida,southern-methodist,REG,95,48,1,0
central-florida,south-florida,REG,75,63,1,0
central-florida,houston,REG,69,64,1,0
central-florida,cincinnati,REG,58,55,1,0
central-florida,temple,REG,62,67,0,1
central-florida,memphis,CTOURN,55,79,0,1
cincinnati,ohio-state,REG,56,64,0,1
cincinnati,north-carolina-central,REG,73,51,1,0
cincinnati,milwaukee,REG,74,63,1,0
cincinnati,western-michigan,REG,78,52,1,0
cincinnati,george-mason,REG,71,55,1,0
cincinnati,mississippi,REG,71,57,1,0
cincinnati,arkansas-pine-bluff,REG,105,49,1,0
cincinnati,nevada-las-vegas,REG,65,61,1,0
cincinnati,northern-kentucky,REG,78,65,1,0
cincinnati,xavier,REG,62,47,1,0
cincinnati,mississippi-state,REG,59,70,0,1
cincinnati,ucla,REG,93,64,1,0
cincinnati,south-carolina-state,REG,77,56,1,0
cincinnati,tulane,REG,93,61,1,0
cincinnati,east-carolina,REG,71,73,0,1
cincinnati,tulsa,REG,70,65,1,0
cincinnati,connecticut,REG,74,72,1,0
cincinnati,south-florida,REG,82,74,1,0
cincinnati,wichita-state,REG,66,55,1,0
cincinnati,tulsa,REG,88,64,1,0
cincinnati,temple,REG,72,68,1,0
cincinnati,southern-methodist,REG,73,68,1,0
cincinnati,memphis,REG,69,64,1,0
cincinnati,houston,REG,58,65,0,1
cincinnati,wichita-state,REG,72,62,1,0
cincinnati,central-florida,REG,60,55,1,0
cincinnati,connecticut,REG,64,60,1,0
cincinnati,southern-methodist,REG,52,49,1,0
cincinnati,memphis,REG,71,69,1,0
cincinnati,central-florida,REG,55,58,0,1
cincinnati,houston,REG,69,85,0,1
cincinnati,southern-methodist,CTOURN,82,74,1,0
cincinnati,wichita-state,CTOURN,66,63,1,0
cincinnati,houston,CTOURN,69,57,1,0
colgate,njit,REG,78,81,0,1
colgate,monmouth,REG,87,74,1,0
colgate,cornell,REG,73,57,1,0
colgate,nazareth,REG,86,68,1,0
colgate,binghamton,REG,76,68,1,0
colgate,syracuse,REG,56,77,0,1
colgate,siena,REG,84,79,1,0
colgate,south-florida,REG,63,73,0,1
colgate,florida-gulf-coast,REG,74,56,1,0
colgate,columbia,REG,64,62,1,0
colgate,penn-state,REG,65,76,0,1
colgate,marist,REG,82,66,1,0
colgate,pittsburgh,REG,54,68,0,1
colgate,navy,REG,66,72,0,1
colgate,american,REG,73,69,1,0
colgate,bucknell,REG,81,84,0,1
colgate,lehigh,REG,91,78,1,0
colgate,army,REG,81,91,0,1
colgate,boston-university,REG,77,56,1,0
colgate,lafayette,REG,57,47,1,0
colgate,loyola-md,REG,72,79,0,1
colgate,army,REG,76,56,1,0
colgate,boston-university,REG,68,76,0,1
colgate,lehigh,REG,84,62,1,0
colgate,loyola-md,REG,75,72,1,0
colgate,holy-cross,REG,74,70,1,0
colgate,american,REG,83,81,1,0
colgate,bucknell,REG,75,64,1,0
colgate,navy,REG,93,71,1,0
colgate,holy-cross,REG,79,59,1,0
colgate,lafayette,REG,76,70,1,0
colgate,boston-university,CTOURN,81,69,1,0
colgate,navy,CTOURN,80,70,1,0
colgate,bucknell,CTOURN,94,80,1,0
duke,kentucky,REG,118,84,1,0
duke,army,REG,94,72,1,0
duke,eastern-michigan,REG,84,46,1,0
duke,san-diego-state,REG,90,64,1,0
duke,auburn,REG,78,72,1,0
duke,gonzaga,REG,87,89,0,1
duke,indiana,REG,90,69,1,0
duke,stetson,REG,113,49,1,0
duke,hartford,REG,84,54,1,0
duke,yale,REG,91,58,1,0
duke,princeton,REG,101,50,1,0
duke,texas-tech,REG,69,58,1,0
duke,clemson,REG,87,68,1,0
duke,wake-forest,REG,87,65,1,0
duke,florida-state,REG,80,78,1,0
duke,syracuse,REG,91,95,0,1
duke,virginia,REG,72,70,1,0
duke,pittsburgh,REG,79,64,1,0
duke,georgia-tech,REG,66,53,1,0
duke,notre-dame,REG,83,61,1,0
duke,st-johns-ny,REG,91,61,1,0
duke,boston-college,REG,80,55,1,0
duke,virginia,REG,81,71,1,0
duke,louisville,REG,71,69,1,0
duke,north-carolina-state,REG,94,78,1,0
duke,north-carolina,REG,72,88,0,1
duke,syracuse,REG,75,65,1,0
duke,virginia-tech,REG,72,77,0,1
duke,miami-fl,REG,87,57,1,0
duke,wake-forest,REG,71,70,1,0
duke,north-carolina,REG,70,79,0,1
duke,syracuse,CTOURN,84,72,1,0
duke,north-carolina,CTOURN,74,73,1,0
duke,florida-state,CTOURN,73,63,1,0
fairleigh-dickinson,rutgers,REG,55,90,0,1
fairleigh-dickinson,queens-(ny),REG,87,48,1,0
fairleigh-dickinson,nyit,REG,85,57,1,0
fairleigh-dickinson,princeton,REG,77,66,1,0
fairleigh-dickinson,lafayette,REG,76,80,0,1
fairleigh-dickinson,providence,REG,59,69,0,1
fairleigh-dickinson,holy-cross,REG,49,67,0,1
fairleigh-dickinson,army,REG,93,84,1,0
fairleigh-dickinson,njit,REG,80,90,0,1
fairleigh-dickinson,saint-peters,REG,83,74,1,0
fairleigh-dickinson,massachusetts,REG,84,85,0,1
fairleigh-dickinson,south-florida,REG,54,60,0,1
fairleigh-dickinson,robert-morris,REG,62,69,0,1
fairleigh-dickinson,saint-francis-pa,REG,79,61,1,0
fairleigh-dickinson,central-connecticut-state,REG,96,103,0,1
fairleigh-dickinson,wagner,REG,60,66,0,1
fairleigh-dickinson,long-island-university,REG,77,79,0,1
fairleigh-dickinson,mount-st-marys,REG,87,69,1,0
fairleigh-dickinson,st-francis-ny,REG,60,58,1,0
fairleigh-dickinson,bryant,REG,78,63,1,0
fairleigh-dickinson,long-island-university,REG,80,77,1,0
fairleigh-dickinson,robert-morris,REG,97,94,1,0
fairleigh-dickinson,sacred-heart,REG,63,69,0,1
fairleigh-dickinson,st-francis-ny,REG,84,73,1,0
fairleigh-dickinson,saint-francis-pa,REG,62,87,0,1
fairleigh-dickinson,bryant,REG,97,84,1,0
fairleigh-dickinson,sacred-heart,REG,81,63,1,0
fairleigh-dickinson,wagner,REG,74,66,1,0
fairleigh-dickinson,mount-st-marys,REG,65,59,1,0
fairleigh-dickinson,central-connecticut-state,REG,70,58,1,0
fairleigh-dickinson,wagner,CTOURN,84,46,1,0
fairleigh-dickinson,robert-morris,CTOURN,66,62,1,0
fairleigh-dickinson,saint-francis-pa,CTOURN,85,76,1,0
florida-state,florida,REG,81,60,1,0
florida-state,tulane,REG,80,69,1,0
florida-state,canisius,REG,93,61,1,0
florida-state,alabama-birmingham,REG,81,63,1,0
florida-state,louisiana-state,REG,79,76,1,0
florida-state,villanova,REG,60,66,0,1
florida-state,purdue,REG,73,72,1,0
florida-state,troy,REG,83,67,1,0
florida-state,connecticut,REG,79,71,1,0
florida-state,southeast-missouri-state,REG,85,68,1,0
florida-state,north-florida,REG,95,81,1,0
florida-state,saint-louis,REG,81,59,1,0
florida-state,winthrop,REG,87,76,1,0
florida-state,virginia,REG,52,65,0,1
florida-state,miami-fl,REG,68,62,1,0
florida-state,duke,REG,78,80,0,1
florida-state,pittsburgh,REG,62,75,0,1
florida-state,boston-college,REG,82,87,0,1
florida-state,clemson,REG,77,68,1,0
florida-state,miami-fl,REG,78,66,1,0
florida-state,georgia-tech,REG,59,49,1,0
florida-state,syracuse,REG,80,62,1,0
florida-state,louisville,REG,80,75,1,0
florida-state,wake-forest,REG,88,66,1,0
florida-state,georgia-tech,REG,69,47,1,0
florida-state,clemson,REG,77,64,1,0
florida-state,north-carolina,REG,59,77,0,1
florida-state,notre-dame,REG,68,61,1,0
florida-state,north-carolina-state,REG,78,73,1,0
florida-state,virginia-tech,REG,73,64,1,0
florida-state,wake-forest,REG,65,57,1,0
florida-state,virginia-tech,CTOURN,65,63,1,0
florida-state,virginia,CTOURN,69,59,1,0
florida-state,duke,CTOURN,63,73,0,1
florida,florida-state,REG,60,81,0,1
florida,charleston-southern,REG,76,46,1,0
florida,la-salle,REG,82,69,1,0
florida,oklahoma,REG,60,65,0,1
florida,stanford,REG,72,49,1,0
florida,butler,REG,54,61,0,1
florida,north-florida,REG,98,66,1,0
florida,west-virginia,REG,66,56,1,0
florida,michigan-state,REG,59,63,0,1
florida,mercer,REG,71,63,1,0
florida,florida-gulf-coast,REG,77,56,1,0
florida,butler,REG,77,43,1,0
florida,south-carolina,REG,69,71,0,1
florida,arkansas,REG,57,51,1,0
florida,tennessee,REG,67,78,0,1
florida,mississippi-state,REG,68,71,0,1
florida,georgia,REG,62,52,1,0
florida,texas-am,REG,81,72,1,0
florida,texas-christian,REG,50,55,0,1
florida,mississippi,REG,90,86,1,0
florida,kentucky,REG,54,65,0,1
florida,auburn,REG,62,76,0,1
florida,tennessee,REG,61,73,0,1
florida,vanderbilt,REG,66,57,1,0
florida,alabama,REG,71,53,1,0
florida,louisiana-state,REG,82,77,1,0
florida,missouri,REG,64,60,1,0
florida,vanderbilt,REG,71,55,1,0
florida,georgia,REG,55,61,0,1
florida,louisiana-state,REG,78,79,0,1
florida,kentucky,REG,57,66,0,1
florida,arkansas,CTOURN,66,50,1,0
florida,louisiana-state,CTOURN,76,73,1,0
florida,auburn,CTOURN,62,65,0,1
gardner-webb,virginia-commonwealth,REG,57,69,0,1
gardner-webb,virginia-tech,REG,59,87,0,1
gardner-webb,furman,REG,86,88,0,1
gardner-webb,savannah-state,REG,97,77,1,0
gardner-webb,eastern-illinois,REG,78,79,0,1
gardner-webb,north-carolina-wilmington,REG,81,72,1,0
gardner-webb,arkansas-state,REG,69,77,0,1
gardner-webb,south-carolina-upstate,REG,74,61,1,0
gardner-webb,savannah-state,REG,97,60,1,0
gardner-webb,bob-jones-university,REG,105,37,1,0
gardner-webb,johnson-&-wales-(nc),REG,102,55,1,0
gardner-webb,kennesaw-state,REG,81,77,1,0
gardner-webb,georgia-tech,REG,79,69,1,0
gardner-webb,brevard,REG,106,29,1,0
gardner-webb,wake-forest,REG,73,69,1,0
gardner-webb,campbell,REG,61,72,0,1
gardner-webb,south-carolina-upstate,REG,64,59,1,0
gardner-webb,radford,REG,58,75,0,1
gardner-webb,hampton,REG,87,74,1,0
gardner-webb,winthrop,REG,88,97,0,1
gardner-webb,charleston-southern,REG,60,74,0,1
gardner-webb,high-point,REG,69,67,1,0
gardner-webb,north-carolina-asheville,REG,82,81,1,0
gardner-webb,longwood,REG,89,88,1,0
gardner-webb,presbyterian,REG,101,103,0,1
gardner-webb,charleston-southern,REG,77,74,1,0
gardner-webb,winthrop,REG,64,60,1,0
gardner-webb,north-carolina-asheville,REG,65,55,1,0
gardner-webb,high-point,REG,79,87,0,1
gardner-webb,presbyterian,REG,78,70,1,0
gardner-webb,longwood,REG,66,47,1,0
gardner-webb,high-point,CTOURN,75,69,1,0
gardner-webb,campbell,CTOURN,79,74,1,0
gardner-webb,radford,CTOURN,76,65,1,0
georgia-state,east-tennessee-state,REG,74,68,1,0
georgia-state,montana,REG,74,81,0,1
georgia-state,mercer,REG,62,60,1,0
georgia-state,st-bonaventure,REG,75,65,1,0
georgia-state,creighton,REG,68,93,0,1
georgia-state,georgia,REG,91,67,1,0
georgia-state,tulane,REG,80,76,1,0
georgia-state,liberty,REG,52,78,0,1
georgia-state,alabama,REG,83,80,1,0
georgia-state,chattanooga,REG,95,88,1,0
georgia-state,kansas-state,REG,59,71,0,1
georgia-state,north-carolina-wilmington,REG,86,71,1,0
georgia-state,middle-georgia-state,REG,117,69,1,0
georgia-state,texas-arlington,REG,63,58,1,0
georgia-state,texas-state,REG,73,69,1,0
georgia-state,louisiana-lafayette,REG,89,76,1,0
georgia-state,louisiana-monroe,REG,74,73,1,0
georgia-state,south-alabama,REG,69,66,1,0
